chr,strand,gene_locus,gene_id,gene_name,gene_biotype,polyA_sites_in_gene,proximal_pos,proximal_feature,proximal_exp,distal_pos,distal_feature,distal_exp,proximal_fc,distal_fc,proximal_perc_inc,distal_perc_inc,proximal_padj,distal_padj,pair_type,gene_class
17,-,chr17:73207352-73236752,ENSG00000133193,FAM104A,protein_coding,2,73209120,utr3,4308,73207365,utr3,15168,0.44617,-0.41166,0.64,0.51,0.0003,0.00029,same,enhanced
17,-,chr17:57834780-57850055,ENSG00000181610,MRPS23,protein_coding,2,57839486,utr3,33896,57834785,utr3,3221,0.35934,-0.42278,0.56,0.42,0.00031,0.00033,same,enhanced
22,+,chr22:26483876-26494657,ENSG00000100104,SRRD,protein_coding,2,26491930,utr3,6210,26494655,utr3,1488,0.23316,-0.35531,0.59,0.48,0.00031,0.00035,same,enhanced
9,+,chr9:134135364-134159967,ENSG00000196363,WDR5,protein_coding,2,134158297,utr3,4980,134159965,utr3,66457,0.3688,-0.3242,0.62,0.5,0.00031,0.0003,same,enhanced
2,+,chr2:48440597-48515390,ENSG00000162869,PPP1R21,protein_coding,2,48471448,exon,765,48515384,utr3,10935,0.66984,-0.37604,0.66,0.48,0.00032,0.00025,skipped,enhanced
1,-,chr1:145918837-145927677,ENSG00000265241,RBM8A,protein_coding,2,145925723,utr3,95378,145923648,utr3,21925,0.22842,-0.24198,0.6,0.54,0.00033,0.00034,same,enhanced
17,+,chr17:79778131-79787982,ENSG00000173894,CBX2,protein_coding,2,79779738,exon,670,79787568,utr3,8292,-0.72003,0.49291,0.53,0.7,0.00033,0.00026,skipped,repressed
15,+,chr15:68054178-68198602,ENSG00000033800,PIAS1,protein_coding,2,68188383,utr3,1945,68191461,utr3,24203,0.58026,-0.47124,0.56,0.38,0.00037,0.00033,same,enhanced
8,+,chr8:53851807-53959302,ENSG00000147509,RGS20,protein_coding,2,53913808,exon,593,53959300,utr3,1861,0.91217,-0.57264,0.91,0.77,0.00037,0.00028,skipped,enhanced
6,+,chr6:6588107-6654982,ENSG00000112799,LY86,protein_coding,2,6609838,intron,762,6654980,utr3,12773,0.69626,-0.53129,0.62,0.44,0.00037,0.00032,composite,enhanced
3,+,chr3:141228725-141324211,ENSG00000155893,PXYLP1,protein_coding,2,141294321,utr3,2930,141294631,utr3,7071,-0.40931,0.35061,0.48,0.63,0.00039,0.00037,same,repressed
20,+,chr20:62143794-62182483,ENSG00000184402,SS18L1,protein_coding,2,62180283,utr3,786,62182483,utr3,12969,0.67154,-0.39489,0.72,0.54,0.00039,0.00032,same,enhanced
8,+,chr8:94641073-94707465,ENSG00000104413,ESRP1,protein_coding,2,94706442,utr3,3385,94707463,utr3,51294,0.38887,-0.31665,0.73,0.61,0.00039,0.00036,same,enhanced
1,+,chr1:100266206-100292768,ENSG00000137996,RTCA,protein_coding,2,100291769,utr3,16276,100292766,utr3,7131,0.30885,-0.33263,0.59,0.47,0.00043,0.00044,same,enhanced
19,+,chr19:18571729-18577549,ENSG00000221983,UBA52,protein_coding,2,18575440,utr3,10562,18577458,utr3,3279,0.35426,-0.40079,0.55,0.43,0.00044,0.00046,same,enhanced
20,-,chr20:33702753-33720318,ENSG00000101417,PXMP4,protein_coding,2,33707559,utr3,2890,33704113,utr3,31423,0.5063,-0.42972,0.53,0.35,0.00048,0.00045,same,enhanced
2,-,chr2:47789315-47905792,ENSG00000138081,FBXO11,protein_coding,2,47812850,utr3,1935,47806921,utr3,30248,0.60291,-0.48975,0.66,0.46,0.00048,0.00044,skipped,enhanced
2,+,chr2:200305880-200482262,ENSG00000196141,SPATS2L,protein_coding,2,200478528,utr3,50301,200482262,utr3,3464,0.39756,-0.44613,0.53,0.39,0.00049,0.00051,same,enhanced
1,+,chr1:162561505-162599841,ENSG00000117143,UAP1,protein_coding,2,162598196,intron,4595,162599830,utr3,21009,-0.52062,0.48836,0.39,0.57,0.0005,0.00048,composite,repressed
12,-,chr12:22063772-22437040,ENSG00000111728,ST8SIA1,protein_coding,2,22324378,utr3,370,22193391,utr3,5380,1.0336,-0.6313,0.61,0.3,0.00052,0.00034,skipped,enhanced
12,+,chr12:49707724-49764933,ENSG00000139644,TMBIM6,protein_coding,2,49763000,utr3,116611,49764933,utr3,220452,0.39616,-0.39488,0.63,0.5,0.00053,0.00053,same,enhanced
20,+,chr20:46118271-46129862,ENSG00000101017,CD40,protein_coding,2,46129513,utr3,37916,46129652,utr3,16406,0.1958,-0.21086,0.42,0.35,0.00053,0.00054,same,enhanced
11,+,chr11:45095805-45235109,ENSG00000019485,PRDM11,protein_coding,2,45214742,intron,5340,45235107,utr3,4740,0.44544,-0.45262,0.44,0.3,0.00054,0.00054,composite,enhanced
19,+,chr19:2269508-2273489,ENSG00000104904,OAZ1,protein_coding,2,2273323,utr3,277952,2273486,utr3,536888,0.24364,-0.24309,0.51,0.44,0.00057,0.00057,same,enhanced
6,-,chr6:30541376-30557173,ENSG00000204590,GNL1,protein_coding,2,30545964,utr3,23606,30541389,utr3,5516,0.38224,-0.41789,0.49,0.35,0.00057,0.00058,same,enhanced
17,+,chr17:47522941-47623275,ENSG00000141279,NPEPPS,protein_coding,2,47622173,utr3,7186,47623268,utr3,81719,0.39678,-0.34767,0.66,0.53,0.0006,0.00058,same,enhanced
1,-,chr1:226360690-226408078,ENSG00000143799,PARP1,protein_coding,2,226361003,utr3,92873,226360691,utr3,6255,0.35925,-0.40191,0.67,0.55,0.0006,0.00062,same,enhanced
10,+,chr10:118046278-118210152,ENSG00000177640,CASC2,antisense_RNA,2,118100124,exon,311,118210146,exon,1532,0.85933,-0.53119,0.57,0.32,0.0006,0.00038,skipped,enhanced
9,+,chr9:104747687-104760121,ENSG00000136783,NIPSNAP3A,protein_coding,2,104759579,utr3,7939,104760117,utr3,29013,0.21684,-0.18076,0.47,0.4,0.00062,0.0006,same,enhanced
X,-,chrX:154835787-155026939,ENSG00000185010,F8,protein_coding,2,154982892,intron,390,154930169,exon,5329,0.74727,-0.45888,0.41,0.23,0.00062,0.00042,composite,enhanced
2,-,chr2:10783390-10837976,ENSG00000143870,PDIA6,protein_coding,2,10783860,utr3,257676,10783392,utr3,75057,0.2883,-0.29234,0.71,0.62,0.00064,0.00064,same,enhanced
17,-,chr17:50693189-50707923,ENSG00000154945,ANKRD40,protein_coding,2,50694857,utr3,4182,50693197,utr3,27417,0.40494,-0.34176,0.54,0.41,0.00064,0.00062,same,enhanced
16,+,chr16:636816-648473,ENSG00000172366,MCRIP2,protein_coding,2,639770,intron,619,648473,utr3,8464,-0.5207,0.36436,0.47,0.65,0.00067,0.00055,composite,repressed
19,-,chr19:45349836-45370917,ENSG00000104884,ERCC2,protein_coding,2,45351594,utr3,1259,45349837,utr3,1235,-0.51917,0.5419,0.55,0.73,0.00069,0.0007,same,repressed
21,-,chr21:44805616-44818778,ENSG00000184900,SUMO3,protein_coding,2,44805861,utr3,59107,44805616,utr3,341877,-0.15761,0.14987,0.47,0.52,0.00069,0.00069,same,repressed
15,-,chr15:22867051-22981062,ENSG00000273749,CYFIP1,protein_coding,2,22869465,utr3,38073,22867054,utr3,5125,0.41311,-0.44685,0.49,0.35,0.00069,0.00071,same,enhanced
2,+,chr2:26243169-26290467,ENSG00000138029,HADHB,protein_coding,2,26290097,utr3,18860,26290463,utr3,76116,0.26026,-0.24169,0.53,0.45,0.00069,0.00068,same,enhanced
14,+,chr14:67359996-67386515,ENSG00000134001,EIF2S1,protein_coding,2,67383857,utr3,15409,67386514,utr3,33822,0.35465,-0.34407,0.6,0.48,0.00071,0.00071,same,enhanced
14,+,chr14:73136417-73223690,ENSG00000080815,PSEN1,protein_coding,2,73220400,utr3,24464,73223689,utr3,36299,0.22377,-0.22003,0.49,0.42,0.00086,0.00086,same,enhanced
15,-,chr15:59659145-59689533,ENSG00000140299,BNIP2,protein_coding,2,59662851,utr3,25505,59659145,utr3,73610,0.23265,-0.22367,0.43,0.36,0.00086,0.00086,same,enhanced
14,-,chr14:54423559-54441430,ENSG00000100528,CNIH1,protein_coding,2,54426935,utr3,79052,54423560,utr3,23176,0.24152,-0.2525,0.57,0.48,0.00089,0.00089,same,enhanced
12,+,chr12:132489550-132585187,ENSG00000112787,FBRSL1,protein_coding,2,132584291,utr3,4562,132585184,utr3,9347,0.68494,-0.67253,0.62,0.39,0.00089,0.00089,same,enhanced
9,+,chr9:100451711-100473111,ENSG00000251349,MSANTD3-TMEFF1,protein_coding,2,100451731,intron,5598,100456367,intron,3957,0.31602,-0.33468,0.6,0.48,0.00092,0.00094,skipped,enhanced
3,+,chr3:158732197-158829718,ENSG00000118855,MFSD1,protein_coding,2,158829128,utr3,21001,158829714,utr3,102260,0.18281,-0.16905,0.56,0.5,0.00098,0.00097,same,enhanced
1,+,chr1:223992742-224010611,ENSG00000185495,AC138393.1,transcribed_unprocessed_pseudogene,2,223998065,intron,3972,224010606,exon,959,0.50445,-0.61792,0.68,0.49,0.00098,0.00112,composite,enhanced
5,+,chr5:147234962-147387851,ENSG00000169302,STK32A,protein_coding,2,147386138,utr3,433,147387845,utr3,3161,-1.00876,0.68177,0.39,0.62,0.00101,0.00074,same,repressed
13,-,chr13:30456703-30617596,ENSG00000189403,HMGB1,protein_coding,2,30460895,utr3,368064,30459845,utr3,27367,0.24044,-0.25339,0.56,0.48,0.00101,0.00101,same,enhanced
20,+,chr20:58389121-58451100,ENSG00000124164,VAPB,protein_coding,2,58445553,utr3,36488,58451097,utr3,9470,0.34238,-0.36508,0.54,0.42,0.00101,0.00102,same,enhanced
5,-,chr5:139408587-139442314,ENSG00000170464,DNAJC18,protein_coding,2,139414054,utr3,2684,139410200,intron,2777,0.4157,-0.41585,0.41,0.3,0.00106,0.00106,skipped,enhanced
1,-,chr1:231363750-231425043,ENSG00000135766,EGLN1,protein_coding,2,231365909,utr3,2385,231363758,utr3,23426,0.46891,-0.34803,0.68,0.54,0.00109,0.00101,same,enhanced
4,+,chr4:169612632-169723672,ENSG00000109572,CLCN3,protein_coding,2,169720984,utr3,5661,169723182,utr3,56334,0.37135,-0.32319,0.57,0.45,0.00109,0.00105,same,enhanced
17,-,chr17:28394755-28407196,ENSG00000076351,SLC46A1,protein_coding,2,28399035,utr3,3514,28398232,utr3,664,-0.41459,0.64082,0.47,0.64,0.00112,0.00135,same,repressed
14,-,chr14:54842007-54902851,ENSG00000131979,GCH1,protein_coding,2,54843842,utr3,1542,54842016,utr3,24144,0.46854,-0.34514,0.62,0.48,0.00112,0.00101,same,enhanced
16,+,chr16:46884377-46931296,ENSG00000166123,GPT2,protein_coding,2,46929432,utr3,7436,46931286,utr3,25236,0.28498,-0.24979,0.76,0.71,0.00114,0.00112,same,enhanced
8,-,chr8:123497888-123541205,ENSG00000156804,FBXO32,protein_coding,2,123503126,utr3,16895,123497889,utr3,23315,-0.11865,0.11646,0.58,0.65,0.00115,0.00115,same,repressed
3,-,chr3:42784297-42804530,ENSG00000181061,HIGD1A,protein_coding,2,42785157,utr3,27269,42784300,utr3,85775,0.44091,-0.43119,0.61,0.46,0.00123,0.00123,same,enhanced
X,-,chrX:48922027-48958385,ENSG00000068308,OTUD5,protein_coding,2,48922640,utr3,3474,48922210,utr3,41743,0.38115,-0.32094,0.6,0.47,0.00123,0.00117,same,enhanced
X,-,chrX:65512581-65534774,ENSG00000001497,LAS1L,protein_coding,2,65520430,utr3,1686,65512582,utr3,11652,-0.36938,0.25884,0.43,0.54,0.00128,0.00117,skipped,repressed
12,+,chr12:98515511-98550378,ENSG00000120802,TMPO,protein_coding,2,98535626,utr3,16333,98550310,utr3,70240,0.24382,-0.23084,0.63,0.56,0.00129,0.00128,skipped,enhanced
9,-,chr9:101387632-101398613,ENSG00000136897,MRPL50,protein_coding,2,101389965,utr3,11713,101387633,utr3,2646,0.33286,-0.4001,0.56,0.43,0.00131,0.00137,same,enhanced
17,+,chr17:41688884-41692667,ENSG00000173812,EIF1,protein_coding,2,41690997,utr3,673458,41691640,utr3,185606,0.28466,-0.28574,0.52,0.42,0.00134,0.00134,same,enhanced
17,+,chr17:28335601-28347008,ENSG00000109079,TNFAIP1,protein_coding,2,28345078,utr3,4557,28347006,utr3,53042,0.35195,-0.29281,0.49,0.38,0.00134,0.00129,same,enhanced
17,-,chr17:10699014-10730315,ENSG00000187824,TMEM220,protein_coding,2,10715430,utr3,5984,10714084,utr3,6659,0.28428,-0.28282,0.43,0.34,0.00136,0.00136,same,enhanced
15,+,chr15:90001391-90082205,ENSG00000140548,ZNF710,protein_coding,2,90074530,utr3,1377,90082189,utr3,19712,0.67819,-0.49013,0.73,0.53,0.00136,0.00123,skipped,enhanced
14,+,chr14:73644874-73703731,ENSG00000119661,DNAL1,protein_coding,2,73696073,utr3,1293,73703726,utr3,745,0.62012,-0.70387,0.62,0.39,0.00137,0.0015,same,enhanced
12,-,chr12:56663340-56688407,ENSG00000110958,PTGES3,protein_coding,2,56663597,utr3,133304,56663351,utr3,121093,0.18952,-0.18987,0.57,0.52,0.00139,0.00139,same,enhanced
X,-,chrX:133300102-133415489,ENSG00000076716,GPC4,protein_coding,2,133302384,utr3,6921,133301033,utr3,35284,0.34616,-0.31392,0.56,0.46,0.00142,0.00139,same,enhanced
14,-,chr14:50719762-50831120,ENSG00000100503,NIN,protein_coding,2,50725830,utr3,2097,50719819,utr3,29370,0.43991,-0.31649,0.58,0.45,0.00146,0.00134,skipped,enhanced
19,+,chr19:34994783-35026470,ENSG00000089351,GRAMD1A,protein_coding,2,35010626,utr3,3802,35026468,utr3,25873,0.40341,-0.36224,0.68,0.54,0.00146,0.00141,skipped,enhanced
1,+,chr1:109712254-109775427,ENSG00000134201,GSTM5,protein_coding,2,109717837,utr3,6281,109718265,utr3,3984,0.31847,-0.35349,0.28,0.21,0.00149,0.00151,same,enhanced
15,-,chr15:29264991-29269828,ENSG00000185115,NSMCE3,protein_coding,2,29268150,utr3,9193,29264991,utr3,682,0.39146,-0.5946,0.52,0.34,0.00149,0.00179,same,enhanced
11,+,chr11:70078301-70189527,ENSG00000131620,ANO1,protein_coding,2,70189040,utr3,3963,70189526,utr3,19365,0.31062,-0.26053,0.54,0.45,0.00151,0.00145,same,enhanced
12,+,chr12:32679199-32745649,ENSG00000087470,DNM1L,protein_coding,2,32743614,utr3,7090,32745545,utr3,15540,0.28318,-0.25666,0.59,0.51,0.00151,0.00149,same,enhanced
10,-,chr10:73801910-73811797,ENSG00000166507,NDST2,protein_coding,2,73810688,exon,1095,73801915,utr3,12179,0.4686,-0.28301,0.6,0.47,0.00159,0.00135,skipped,enhanced
20,+,chr20:62938118-62948474,ENSG00000101193,GID8,protein_coding,2,62945629,utr3,70894,62948472,utr3,19146,0.28728,-0.29794,0.61,0.5,0.00161,0.00162,same,enhanced
16,+,chr16:11249618-11351761,ENSG00000175643,RMI2,protein_coding,2,11320592,intron,752,11351759,utr3,12887,-0.31786,0.23039,0.65,0.72,0.00161,0.00134,composite,repressed
9,-,chr9:83968082-83980615,ENSG00000165119,HNRNPK,protein_coding,2,83968909,utr3,298714,83968178,utr3,131802,0.23916,-0.24059,0.54,0.46,0.00162,0.00162,same,enhanced
2,-,chr2:219002845-219041526,ENSG00000181378,CFAP65,protein_coding,2,219026549,utr3,1957,219002846,utr3,683,-0.401,0.40528,0.45,0.55,0.00162,0.00098,skipped,repressed
14,+,chr14:67241108-67335818,ENSG00000072415,MPP5,protein_coding,2,67333961,utr3,3405,67335810,utr3,20284,0.3066,-0.23291,0.51,0.42,0.00169,0.00162,same,enhanced
8,-,chr8:123219956-123241397,ENSG00000189376,C8orf76,protein_coding,2,123226191,intron,3370,123219990,utr3,23104,0.24084,-0.1645,0.67,0.61,0.00174,0.00165,composite,enhanced
1,-,chr1:109504174-109509737,ENSG00000181754,AMIGO1,protein_coding,2,109506824,utr3,769,109504178,utr3,3303,0.62712,-0.42476,0.51,0.34,0.00177,0.0015,same,enhanced
2,+,chr2:24793135-24822375,ENSG00000138092,CENPO,protein_coding,2,24819914,utr3,466,24822374,utr3,3215,0.53047,-0.30504,0.76,0.63,0.00191,0.00161,same,enhanced
5,-,chr5:115520907-115544893,ENSG00000145780,FEM1C,protein_coding,2,115522745,utr3,6322,115520910,utr3,3142,0.36821,-0.40225,0.49,0.36,0.00194,0.00197,same,enhanced
7,+,chr7:38178221-38230670,ENSG00000010270,STARD3NL,protein_coding,2,38230407,utr3,5753,38230667,utr3,43795,0.31021,-0.27313,0.51,0.41,0.00194,0.00189,same,enhanced
22,+,chr22:29767368-29770412,ENSG00000184076,UQCR10,protein_coding,2,29769942,utr3,88096,29770412,utr3,5469,0.38896,-0.42531,0.54,0.41,0.00195,0.00199,same,enhanced
17,+,chr17:5111467-5115003,ENSG00000234327,AC012146.1,processed_transcript,2,5113434,exon,942,5114379,exon,3906,-0.59785,0.41254,0.46,0.63,0.00196,0.00167,same,repressed
1,-,chr1:247008093-247078810,ENSG00000135747,ZNF670-ZNF695,protein_coding,2,247035551,intron,972,247033690,intron,809,-0.59974,0.64061,0.42,0.66,0.00197,0.00204,composite,repressed
15,+,chr15:90388217-90502242,ENSG00000140575,IQGAP1,protein_coding,2,90501557,utr3,26761,90502237,utr3,143591,0.2059,-0.19562,0.51,0.44,0.002,0.00199,same,enhanced
9,+,chr9:36136535-36163912,ENSG00000122694,GLIPR2,protein_coding,2,36162972,utr3,7377,36163903,utr3,55018,0.19205,-0.14931,0.35,0.29,0.00202,0.00198,same,enhanced
1,-,chr1:147629651-147670495,ENSG00000162836,ACP6,protein_coding,2,147647367,utr3,12802,147642909,utr3,1000,-0.33784,0.50071,0.62,0.73,0.00204,0.00226,same,repressed
2,-,chr2:241227263-241317060,ENSG00000115677,HDLBP,protein_coding,2,241229223,utr3,57576,241227291,utr3,84505,0.42997,-0.42924,0.58,0.44,0.00204,0.00204,same,enhanced
1,+,chr1:28553084-28578544,ENSG00000180098,TRNAU1AP,protein_coding,2,28577758,utr3,10588,28578543,utr3,3026,0.19377,-0.25216,0.55,0.48,0.00209,0.00218,same,enhanced
1,-,chr1:77944054-77979109,ENSG00000162613,FUBP1,protein_coding,2,77948404,utr3,43441,77944055,exon,81675,0.27213,-0.26867,0.59,0.49,0.00209,0.00209,skipped,enhanced
9,+,chr9:124862129-124877732,ENSG00000136950,ARPC5L,protein_coding,2,124877413,utr3,59570,124877731,utr3,32752,0.23719,-0.2413,0.56,0.48,0.00216,0.00216,same,enhanced
20,-,chr20:57168747-57266628,ENSG00000101144,BMP7,protein_coding,2,57170498,utr3,3951,57168752,utr3,2340,0.68283,-0.69893,0.85,0.64,0.00217,0.00221,same,enhanced
7,+,chr7:876551-896435,ENSG00000239857,GET4,protein_coding,2,895688,utr3,5211,896433,utr3,32904,0.39183,-0.3616,0.67,0.55,0.00217,0.00212,same,enhanced
16,+,chr16:70289662-70335282,ENSG00000157349,DDX19B,protein_coding,2,70333822,utr3,19758,70335211,utr3,2371,0.26399,-0.35594,0.48,0.37,0.00217,0.0023,same,enhanced
13,-,chr13:112485004-112588166,ENSG00000126216,TUBGCP3,protein_coding,2,112546485,utr3,2311,112485011,utr3,31207,0.53384,-0.40496,0.66,0.48,0.0022,0.00206,skipped,enhanced
6,-,chr6:32148358-32154372,ENSG00000204314,PRRT1,protein_coding,2,32152802,exon,853,32148363,utr3,488,0.52195,-0.63115,0.63,0.42,0.00222,0.00249,skipped,enhanced
12,+,chr12:111841977-111902237,ENSG00000089022,MAPKAPK5,protein_coding,2,111893157,utr3,6134,111893411,utr3,13418,0.26953,-0.24389,0.59,0.51,0.00224,0.00221,same,enhanced
1,+,chr1:174999162-175011714,ENSG00000116161,CACYBP,protein_coding,2,175010262,utr3,53420,175010799,utr3,18295,0.25672,-0.26964,0.65,0.55,0.00225,0.00226,same,enhanced
15,-,chr15:70829129-70854158,ENSG00000166173,LARP6,protein_coding,2,70851430,utr3,2744,70831551,utr3,8599,0.42723,-0.37091,0.57,0.44,0.00227,0.0022,skipped,enhanced
9,+,chr9:122370529-122395702,ENSG00000095303,PTGS1,protein_coding,2,122393300,utr3,9236,122395701,utr3,4607,0.24968,-0.2846,0.5,0.4,0.0023,0.00235,same,enhanced
11,-,chr11:6474682-6481478,ENSG00000132254,ARFIP2,protein_coding,2,6476519,utr3,9087,6474704,utr3,1032,0.29066,-0.43953,0.58,0.44,0.00231,0.00264,same,enhanced
1,-,chr1:211743456-211830771,ENSG00000123684,LPGAT1,protein_coding,2,211744982,utr3,30343,211743460,utr3,11928,0.25368,-0.26797,0.62,0.54,0.00239,0.00242,same,enhanced
4,-,chr4:1811478-1856246,ENSG00000168924,LETM1,protein_coding,2,1814290,utr3,2308,1811480,utr3,25689,0.31181,-0.22086,0.62,0.53,0.00239,0.00226,same,enhanced
X,-,chrX:55143101-55161309,ENSG00000182518,FAM104B,protein_coding,2,55145897,utr3,10942,55143107,utr3,3223,0.32598,-0.3672,0.54,0.42,0.00244,0.00251,skipped,enhanced
10,-,chr10:31206277-31320446,ENSG00000237036,ZEB1-AS1,antisense_RNA,2,31316528,exon,2214,31307719,exon,465,0.38809,-0.66174,0.52,0.33,0.00244,0.00309,skipped,enhanced
8,+,chr8:56211685-56218797,ENSG00000170791,CHCHD7,protein_coding,2,56217464,utr3,32751,56218614,utr3,12522,0.3715,-0.38151,0.58,0.44,0.00249,0.00251,same,enhanced
15,-,chr15:48408305-48645848,ENSG00000166147,FBN1,protein_coding,2,48410073,utr3,41805,48408313,utr3,2344,0.17913,-0.2778,0.59,0.51,0.00251,0.00268,same,enhanced
15,+,chr15:22495569-22590814,ENSG00000276550,HERC2P2,transcribed_unprocessed_pseudogene,2,22590398,exon,341,22590745,exon,5938,0.75874,-0.36474,0.65,0.44,0.00251,0.00188,same,enhanced
2,-,chr2:230034973-230068998,ENSG00000163053,SLC16A14,protein_coding,2,230045657,exon,595,230034983,utr3,11728,0.6188,-0.39137,0.84,0.76,0.00252,0.00221,skipped,enhanced
8,-,chr8:144098632-144108123,ENSG00000179526,SHARPIN,protein_coding,2,144103292,intron,530,144098637,utr3,7688,-0.72156,0.42529,0.4,0.59,0.00252,0.00205,composite,repressed
3,-,chr3:53884409-53891987,ENSG00000113811,SELENOK,protein_coding,2,53885199,utr3,35335,53884429,utr3,7863,0.26938,-0.29596,0.52,0.42,0.00254,0.00258,same,enhanced
8,-,chr8:27596916-27615030,ENSG00000120885,CLU,protein_coding,2,27597996,utr3,82294,27597728,utr3,20607,0.25494,-0.26071,0.47,0.39,0.00255,0.00256,same,enhanced
18,-,chr18:49813960-49837622,ENSG00000266997,AC090227.1,protein_coding,2,49826259,intron,10386,49822815,intron,3449,0.34248,-0.38788,0.5,0.36,0.00259,0.00267,composite,enhanced
11,+,chr11:924893-1012244,ENSG00000183020,AP2A2,protein_coding,2,1010918,utr3,27457,1012238,utr3,8586,0.24923,-0.27212,0.49,0.41,0.00266,0.00269,same,enhanced
5,+,chr5:134904905-134967904,ENSG00000132570,PCBD2,protein_coding,2,134960713,utr3,1214,134962643,intron,4873,0.58048,-0.4877,0.63,0.45,0.00266,0.00245,skipped,enhanced
1,+,chr1:220786758-220819656,ENSG00000186205,March_1,protein_coding,2,220814386,utr3,11815,220819653,utr3,908,0.31629,-0.53217,0.52,0.38,0.00268,0.00317,same,enhanced
8,+,chr8:41490395-41510979,ENSG00000147533,GOLGA7,protein_coding,2,41510223,utr3,7836,41510977,utr3,85974,0.24087,-0.20248,0.55,0.49,0.00275,0.00269,same,enhanced
2,+,chr2:54456284-54671444,ENSG00000115306,SPTBN1,protein_coding,2,54662306,utr3,30923,54669673,utr3,190632,0.33545,-0.32866,0.38,0.26,0.00275,0.00273,skipped,enhanced
22,+,chr22:41301521-41360146,ENSG00000100403,ZC3H7B,protein_coding,2,41359322,utr3,5747,41360102,utr3,81425,0.38299,-0.34311,0.52,0.41,0.00289,0.00281,same,enhanced
3,+,chr3:10115591-10127189,ENSG00000254999,BRK1,protein_coding,2,10126916,utr3,103410,10127188,utr3,31645,0.19347,-0.2024,0.5,0.43,0.0029,0.00291,same,enhanced
12,-,chr12:95516559-95551489,ENSG00000136014,USP44,protein_coding,2,95544634,intron,302,95516561,utr3,4716,0.58312,-0.2412,0.42,0.29,0.0029,0.00225,composite,enhanced
X,-,chrX:8528873-8732185,ENSG00000011201,ANOS1,protein_coding,2,8530385,utr3,3639,8528874,utr3,35401,0.34673,-0.27471,0.33,0.24,0.00296,0.00283,same,enhanced
2,-,chr2:20200796-20225432,ENSG00000115884,SDC1,protein_coding,2,20201496,utr3,108041,20200798,utr3,83226,0.34344,-0.34386,0.72,0.62,0.00307,0.00307,same,enhanced
5,+,chr5:178895893-178933211,ENSG00000198939,ZFP2,protein_coding,2,178901133,intron,208,178933208,utr3,661,0.86085,-0.5235,0.53,0.3,0.00307,0.00222,composite,enhanced
14,-,chr14:80197526-80387756,ENSG00000211448,DIO2,protein_coding,2,80212000,utr5,1931,80197526,utr3,15403,0.17021,-0.1546,0.76,0.75,0.00309,0.00297,skipped,enhanced
14,+,chr14:51826194-51979341,ENSG00000186469,GNG2,protein_coding,2,51967412,utr3,2293,51969793,utr3,38349,0.37437,-0.25457,0.48,0.38,0.00314,0.00288,same,enhanced
