chr,strand,gene_locus,gene_id,gene_name,gene_biotype,polyA_sites_in_gene,proximal_pos,proximal_feature,proximal_exp,distal_pos,distal_feature,distal_exp,proximal_control_sum,distal_control_sum,proximal_test_sum,distal_test_sum,proximal_fc,distal_fc,proximal_perc_inc,distal_perc_inc,proximal_padj,distal_padj,pair_type,gene_class
1,+,chr1:27725978-27763121,ENSG00000009780,FAM76A,protein_coding,2,27761602,utr3,5747,27763113,utr3,7661,2779,2708,2968,4953,0.4816,-0.46833,0.48,0.35,0.00008,0.00007,same,enhanced
1,+,chr1:11654374-11663326,ENSG00000132879,FBXO44,protein_coding,2,11662287,utr3,2155,11663320,utr3,2223,1017,1130,1138,1093,-0.29607,0.30454,0.47,0.51,0.56817,0.56773,same,control_up
1,+,chr1:11664123-11674353,ENSG00000116663,FBXO6,protein_coding,2,11674029,utr3,934,11674349,utr3,3663,620,1858,314,1805,0.52946,-0.44897,0.66,0.51,0.02313,0.0222,same,enhanced
1,+,chr1:161663146-161678653,ENSG00000072694,FCGR2B,protein_coding,2,161677973,utr3,10455,161678651,utr3,3142,6131,1607,4324,1535,0.23349,-0.29466,0.59,0.51,0.02382,0.02426,same,enhanced
1,-,chr1:161623195-161631962,ENSG00000162747,FCGR3B,protein_coding,2,161623444,utr3,4996,161623259,utr3,13526,969,2685,4027,10841,-0.02089,0.01966,0.19,0.2,0.49758,0.4968,same,control_up
1,-,chr1:206904385-206923246,ENSG00000162894,FCMR,protein_coding,2,206908752,intron,280,206904403,utr3,4600,199,2683,81,1917,0.49509,-0.22871,0.71,0.58,0.00029,0.00024,composite,enhanced
1,-,chr1:157745732-157777131,ENSG00000132704,FCRL2,protein_coding,2,157746491,utr3,1204,157745733,utr3,3492,900,2303,304,1189,0.39502,-0.32831,0.75,0.66,0.40633,0.40461,same,control_down
1,+,chr1:161706971-161714351,ENSG00000132185,FCRLA,protein_coding,2,161713440,utr3,519,161714350,utr3,6137,421,4814,98,1323,0.24418,-0.14711,0.81,0.78,0.84452,0.85517,same,control_down
1,+,chr1:154983337-154993110,ENSG00000160688,FLAD1,protein_coding,2,154989010,utr3,4885,154993110,utr3,7498,3307,4640,1578,2858,0.22807,-0.21899,0.68,0.62,0.42616,0.42587,skipped,control_down
1,-,chr1:89583240-89632893,ENSG00000231999,FLJ27354,antisense_RNA,2,89631883,exon,710,89625974,intron,1040,348,386,362,654,0.3686,-0.34122,0.49,0.37,0.35795,0.3558,skipped,control_down
1,+,chr1:212858254-212899362,ENSG00000162769,FLVCR1,protein_coding,2,212895412,utr3,1492,212899360,utr3,25972,962,14683,530,11289,0.23707,-0.17982,0.64,0.57,0.60989,0.60543,same,control_down
1,-,chr1:212852107-212858087,ENSG00000198468,FLVCR1-AS1,lincRNA,2,212856612,exon,798,212855465,intron,535,449,321,349,214,-0.13749,0.16631,0.56,0.6,0.38011,0.38165,skipped,control_up
1,+,chr1:171090876-171117818,ENSG00000007933,FMO3,protein_coding,2,171111134,intron,691,171117816,utr3,13408,302,6449,389,6959,-0.17312,0.11079,0.44,0.48,0.70907,0.71529,composite,control_up
1,+,chr1:93448130-93554660,ENSG00000137942,FNBP1L,protein_coding,2,93513025,intron,5332,93554658,utr3,44333,2631,20828,2701,23505,0.02686,-0.02525,0.49,0.47,0.9168,0.91673,composite,control_down
1,-,chr1:42176538-42335876,ENSG00000198815,FOXJ3,protein_coding,2,42258230,intron,7684,42176548,utr3,63525,4376,26327,3308,37198,0.40679,-0.3993,0.57,0.41,0.01818,0.01809,composite,enhanced
1,-,chr1:77944054-77979109,ENSG00000162613,FUBP1,protein_coding,2,77948404,utr3,49966,77944055,exon,95851,27386,41178,22580,54673,0.33233,-0.32949,0.55,0.43,0.00118,0.00118,skipped,enhanced
1,+,chr1:151070577-151125541,ENSG00000143458,GABPB2,protein_coding,2,151123448,utr3,3713,151125540,utr3,25721,1531,9328,2182,16393,-0.13067,0.1258,0.41,0.36,0.82363,0.82347,same,control_up
1,+,chr1:230057989-230282123,ENSG00000143641,GALNT2,protein_coding,2,230280082,utr3,9282,230282118,utr3,71709,5822,40717,3460,30992,0.17108,-0.16088,0.63,0.57,0.1865,0.18615,same,control_down
1,+,chr1:173863247-173863940,ENSG00000270084,GAS5-AS1,antisense_RNA,2,173863404,exon,324,173863938,exon,611,147,239,177,372,0.17944,-0.14216,0.45,0.39,0.45022,0.44326,same,control_down
1,-,chr1:89106131-89131749,ENSG00000162645,GBP2,protein_coding,2,89109822,exon,24445,89108067,utr3,33613,14473,16344,9972,17269,0.22453,-0.22419,0.59,0.49,0.10886,0.10885,skipped,control_down
1,-,chr1:89181147-89198931,ENSG00000162654,GBP4,protein_coding,2,89181783,utr3,45390,89181150,utr3,16277,14187,5275,31203,11002,-0.01762,0.0187,0.31,0.32,0.92933,0.92937,same,control_up
1,-,chr1:89258949-89272803,ENSG00000154451,GBP5,protein_coding,2,89260581,utr3,12126,89258962,exon,5762,6951,3244,5175,2518,0.03671,-0.03861,0.57,0.56,0.57781,0.57817,same,control_down
1,+,chr1:89364057-89386460,ENSG00000183347,GBP6,protein_coding,2,89386265,utr3,1085,89386455,utr3,2805,967,2466,118,339,0.0911,-0.07692,0.89,0.88,0.02716,0.02594,same,enhanced
1,+,chr1:235327349-235344531,ENSG00000152904,GGPS1,protein_coding,2,235331425,intron,1748,235343094,utr3,13290,1179,6302,569,6988,0.645,-0.5244,0.67,0.47,0.00116,0.00109,composite,enhanced
1,-,chr1:92246401-92298986,ENSG00000174842,GLMN,protein_coding,2,92291464,exon,405,92246485,utr3,3181,224,1655,181,1526,0.08227,-0.07248,0.55,0.52,0.24803,0.24803,skipped,control_down
1,-,chr1:156290088-156295688,ENSG00000198715,GLMP,protein_coding,2,156292687,utr3,35961,156290089,utr3,3915,22684,2031,13277,1884,0.30545,-0.35003,0.63,0.52,0.00158,0.00163,skipped,enhanced
1,-,chr1:1785284-1891116,ENSG00000078369,GNB1,protein_coding,2,1786756,utr3,23920,1785286,utr3,164733,15056,70937,8864,93796,0.57141,-0.54773,0.63,0.43,0,0,same,enhanced
1,+,chr1:67832302-68202986,ENSG00000232284,GNG12-AS1,antisense_RNA,2,67996183,intron,1835,68144328,intron,256,770,81,1065,175,0.1962,-0.35965,0.42,0.32,0.47616,0.49839,composite,control_down
1,-,chr1:235547686-235650753,ENSG00000168243,GNG4,protein_coding,2,235550832,utr3,2795,235547686,utr3,1421,2413,1077,382,344,0.45532,-0.50642,0.86,0.76,0.00006,0.00006,same,enhanced
1,-,chr1:155749661-155859399,ENSG00000116580,GON4L,protein_coding,2,155822453,exon,10898,155754217,exon,1915,6208,895,4690,1020,0.20527,-0.23168,0.57,0.47,0.23121,0.23345,skipped,control_down
1,+,chr1:170532128-170553445,ENSG00000120370,GORAB,protein_coding,2,170533265,intron,956,170553442,utr3,7633,725,3716,231,3917,0.82823,-0.78336,0.76,0.49,0.00491,0.00782,composite,enhanced
1,+,chr1:52602371-52609050,ENSG00000116157,GPX7,protein_coding,2,52608895,utr3,5013,52609049,utr3,5356,2997,3300,2016,2056,-0.10803,0.1071,0.6,0.62,0.48994,0.48991,same,control_up
1,+,chr1:24319321-24364481,ENSG00000158055,GRHL3,protein_coding,2,24323676,intron,297,24355311,utr3,978,171,922,126,56,-1.68367,1.70429,0.58,0.94,0.00238,0.00436,composite,repressed
1,-,chr1:109733931-109741037,ENSG00000134202,GSTM3,protein_coding,2,109736975,utr3,37567,109736501,utr3,8183,27846,4142,9721,4041,0.7939,-0.82802,0.74,0.51,0,0,same,enhanced
1,+,chr1:109656080-109674835,ENSG00000168765,GSTM4,protein_coding,2,109661698,utr3,6048,109665495,utr3,2090,3567,872,2481,1218,0.61957,-0.70638,0.59,0.42,0.0013,0.00134,skipped,enhanced
1,+,chr1:109712254-109775427,ENSG00000134201,GSTM5,protein_coding,2,109717837,utr3,6521,109718265,utr3,4139,1565,798,4956,3341,0.12132,-0.1297,0.24,0.19,0.06957,0.06994,same,control_down
1,+,chr1:9234774-9271336,ENSG00000049239,H6PD,protein_coding,2,9267893,utr3,4883,9271332,utr3,43816,2498,18897,2385,24919,0.2688,-0.23348,0.51,0.43,0.00662,0.0065,same,enhanced
1,+,chr1:155277582-155289847,ENSG00000143630,HCN3,protein_coding,2,155283338,intron,662,155289846,utr3,1463,437,884,225,579,0.14769,-0.12547,0.66,0.6,0.35726,0.35398,composite,control_down
1,-,chr1:53916573-53945928,ENSG00000081870,HSPB11,protein_coding,2,53936793,intron,3022,53921562,utr3,32857,1832,16677,1190,16180,0.30445,-0.27998,0.61,0.51,0.12405,0.12301,composite,control_down
1,-,chr1:21822244-21937296,ENSG00000142798,HSPG2,protein_coding,2,21835161,exon,10183,21822245,utr3,64557,5494,30110,4689,34447,0.21915,-0.21517,0.54,0.47,0.97976,0.97976,skipped,control_down
1,+,chr1:228165814-228182256,ENSG00000181873,IBA57,protein_coding,2,228176380,utr3,3118,228182255,utr3,4345,1484,1565,1634,2780,0.35561,-0.34631,0.48,0.36,0.02267,0.02255,same,enhanced
1,-,chr1:116574398-116667754,ENSG00000143061,IGSF3,protein_coding,2,116576778,utr3,2363,116574408,utr3,21841,1620,10690,743,11151,0.64651,-0.50141,0.69,0.49,0.00006,0.00006,same,enhanced
1,+,chr1:206470475-206496888,ENSG00000263528,IKBKE,protein_coding,2,206475133,utr3,996,206496888,utr3,9482,722,6677,274,2805,0.04094,-0.02711,0.72,0.7,0.99893,1,skipped,control_down
1,-,chr1:166895710-166975481,ENSG00000143195,ILDR2,protein_coding,2,166913206,utr3,2193,166908192,utr3,358,949,127,1244,231,0.09391,-0.16906,0.43,0.35,0.19174,0.19612,same,control_down
1,-,chr1:1311584-1324690,ENSG00000127054,INTS11,protein_coding,2,1318680,utr3,8429,1311596,utr3,4250,6634,2160,1795,2090,0.79782,-0.81653,0.79,0.51,0,0,skipped,enhanced
1,-,chr1:145891207-145910188,ENSG00000143127,ITGA10,protein_coding,2,145904558,intron,1150,145891208,utr3,6614,287,1717,863,4897,-0.07998,0.06939,0.25,0.26,0.66689,0.66449,composite,control_up
1,-,chr1:226631689-226739322,ENSG00000143772,ITPKB,protein_coding,2,226727572,intron,681,226631690,utr3,4488,355,1671,326,2817,0.55166,-0.37732,0.52,0.37,0.00527,0.0048,composite,enhanced
1,+,chr1:5991465-6101192,ENSG00000069424,KCNAB2,protein_coding,2,6098559,utr3,1039,6101178,utr3,17112,411,7593,628,9519,-0.13623,0.09697,0.4,0.44,0.94083,0.94064,same,control_up
1,-,chr1:154697454-154870279,ENSG00000143603,KCNN3,protein_coding,2,154707949,utr3,1047,154697476,utr3,1061,778,360,269,701,0.66763,-0.70269,0.74,0.34,0,0,same,enhanced
1,+,chr1:32013828-32060849,ENSG00000121774,KHDRBS1,protein_coding,2,32043272,utr3,15274,32043873,utr3,145451,9310,72418,5964,73033,0.33417,-0.33094,0.61,0.5,0.08673,0.08667,same,control_down
1,-,chr1:175156986-175192998,ENSG00000235750,KIAA0040,protein_coding,2,175157530,utr3,34084,175156986,utr3,35936,8152,8879,25932,27057,-0.0325,0.03241,0.24,0.25,0.98077,0.98077,same,control_up
1,+,chr1:92166984-92184722,ENSG00000069712,KIAA1107,protein_coding,2,92183641,intron,1187,92184721,utr3,989,570,425,617,564,0.11282,-0.119,0.48,0.43,0.52694,0.52794,composite,control_down
1,+,chr1:109113678-109206780,ENSG00000116299,KIAA1324,protein_coding,2,109203225,utr3,7428,109206778,exon,612,4755,296,2673,316,0.33611,-0.53888,0.64,0.48,0.33202,0.34686,same,control_down
1,+,chr1:10210804-10381602,ENSG00000054523,KIF1B,protein_coding,2,10303739,exon,3071,10381598,utr3,26290,1439,11394,1632,14896,0.10241,-0.09007,0.47,0.43,0.55762,0.55673,skipped,control_down
1,+,chr1:241532133-241595641,ENSG00000117009,KMO,protein_coding,2,241592286,utr3,7191,241595640,utr3,3147,2294,1089,4897,2058,-0.09714,0.1096,0.32,0.35,0.25695,0.25808,same,control_up
1,-,chr1:30732468-30757819,ENSG00000162511,LAPTM5,protein_coding,2,30733438,utr3,40827,30732468,utr3,201245,16427,88807,24400,112438,-0.09877,0.0971,0.4,0.44,0.48661,0.48651,same,control_up
1,-,chr1:225401501-225428924,ENSG00000143815,LBR,protein_coding,2,225412342,intron,4029,225401502,utr3,62915,2420,32311,1609,30604,0.18526,-0.17678,0.6,0.51,0.0612,0.06085,composite,control_down
1,-,chr1:54007298-54018185,ENSG00000203985,LDLRAD1,protein_coding,2,54007427,utr3,810,54007298,utr3,2369,201,587,609,1782,-0.012,0.00836,0.25,0.25,0.5793,0.58368,same,control_up
1,+,chr1:65436007-65641558,ENSG00000116678,LEPR,protein_coding,2,65610261,exon,3804,65635424,utr3,13635,1350,3024,2454,10611,0.29401,-0.28742,0.35,0.22,0.07194,0.0716,skipped,control_down
1,+,chr1:65420586-65436006,ENSG00000213625,LEPROT,protein_coding,2,65433801,utr3,120084,65436004,utr3,39117,48835,12990,71249,26127,0.26595,-0.26844,0.41,0.33,0.08461,0.08466,same,control_down
1,-,chr1:226231148-226309868,ENSG00000183814,LIN9,protein_coding,2,226231879,utr3,531,226231157,utr3,5598,377,3184,154,2414,0.51587,-0.26839,0.71,0.57,0.06103,0.05543,same,control_down
1,+,chr1:211382802-211435332,ENSG00000153363,LINC00467,lincRNA,2,211432533,exon,8301,211435329,exon,1463,4984,768,3317,695,0.17873,-0.24619,0.6,0.52,0.17305,0.17679,same,control_down
1,+,chr1:120913274-121009290,ENSG00000226067,LINC00623,lincRNA,2,120942844,intron,1924,120953455,exon,19635,682,9287,1242,10348,-0.3626,0.29947,0.35,0.47,0.11631,0.11436,skipped,control_up
1,+,chr1:149606333-149679522,ENSG00000277147,LINC00869,lincRNA,2,149637010,intron,3287,149647616,exon,17931,1259,9487,2028,8444,-0.43104,0.38532,0.38,0.53,0.03881,0.03818,skipped,repressed
1,-,chr1:3059614-3068436,ENSG00000177133,LINC00982,antisense_RNA,2,3064079,exon,521,3059618,exon,731,140,145,381,586,0.23961,-0.23182,0.27,0.2,0.17652,0.17652,skipped,control_down
1,-,chr1:192937299-192948256,ENSG00000234871,LINC01032,lincRNA,2,192940563,intron,393,192939441,intron,224,231,122,162,102,0.20043,-0.23039,0.59,0.54,0.65492,0.65834,composite,control_down
1,+,chr1:58933642-59240554,ENSG00000237352,LINC01358,lincRNA,2,59023139,intron,247,59045563,intron,538,154,319,93,219,0.16085,-0.12186,0.62,0.59,0.78086,0.77882,composite,control_down
1,-,chr1:64972224-65002488,ENSG00000226891,LINC01359,processed_transcript,2,64994419,intron,491,64978373,intron,278,155,89,336,189,-0.01311,0.01594,0.32,0.32,0.75559,0.7566,composite,control_up
1,-,chr1:60515715-60640490,ENSG00000226476,LINC01748,lincRNA,2,60629978,intron,2005,60519181,intron,673,1632,549,373,124,-0.07687,0.1092,0.81,0.82,0.32937,0.33762,composite,control_up
1,+,chr1:156082572-156140088,ENSG00000160789,LMNA,protein_coding,2,156137864,utr3,120362,156140079,utr3,128857,56660,41439,63702,87418,0.40711,-0.40714,0.47,0.32,0,0,skipped,enhanced
1,-,chr1:201896451-201946587,ENSG00000163431,LMOD1,protein_coding,2,201897636,utr3,2731,201896456,utr3,14089,699,3624,2032,10465,-0.05419,0.04443,0.26,0.26,0.77033,0.76982,same,control_up
1,-,chr1:84811601-84893212,ENSG00000171517,LPAR3,protein_coding,2,84813403,utr3,313,84811604,utr3,3433,174,1460,139,1973,0.41194,-0.20798,0.56,0.43,0.37972,0.36254,same,control_down
1,-,chr1:211743456-211830771,ENSG00000123684,LPGAT1,protein_coding,2,211744982,utr3,32943,211743460,utr3,13690,20533,7281,12410,6409,0.2044,-0.21235,0.62,0.53,0.0081,0.00814,same,enhanced
1,+,chr1:89821013-89936610,ENSG00000171492,LRRC8D,protein_coding,2,89869396,intron,3006,89935999,utr3,14452,1921,8375,1085,6077,0.19889,-0.18902,0.64,0.58,0.27937,0.27868,composite,control_down
1,+,chr1:219173843-219212864,ENSG00000143353,LYPLAL1,protein_coding,2,219195380,intron,716,219212856,utr3,5001,401,1933,315,3068,0.38638,-0.36852,0.56,0.39,0.01291,0.01567,composite,enhanced
1,+,chr1:25617467-25786206,ENSG00000117643,MAN1C1,protein_coding,2,25784453,utr3,13270,25786205,utr3,6169,4712,2339,8558,3830,-0.0542,0.05905,0.36,0.38,0.9035,0.90334,same,control_up
1,+,chr1:220786758-220819656,ENSG00000186205,March_1,protein_coding,2,220814386,utr3,12074,220819653,utr3,1090,4776,282,7298,808,0.38613,-0.59821,0.4,0.26,0.00005,0.00005,same,enhanced
1,-,chr1:150574550-150579737,ENSG00000143384,MCL1,protein_coding,2,150575962,utr3,128065,150574560,utr3,1281404,48398,459888,79667,821516,0.09712,-0.09608,0.38,0.36,0.16977,0.16975,same,control_down
1,-,chr1:29192872-29230941,ENSG00000116353,MECR,protein_coding,2,29193822,utr3,1427,29192881,utr3,2011,758,925,669,1086,0.23449,-0.21748,0.53,0.46,0.06955,0.06913,same,control_down
1,-,chr1:156463726-156500827,ENSG00000116604,MEF2D,protein_coding,2,156466217,utr3,32568,156463727,utr3,157956,16592,46758,15976,111198,0.60143,-0.59244,0.51,0.3,0,0,same,enhanced
1,+,chr1:171781663-171814022,ENSG00000010165,METTL13,protein_coding,2,171790922,exon,1158,171797711,utr3,6504,620,3331,538,3173,0.09197,-0.06918,0.54,0.51,0.47014,0.46601,skipped,control_down
1,-,chr1:169792528-169794965,ENSG00000171806,METTL18,protein_coding,2,169793333,exon,272,169792533,utr3,1484,180,822,92,662,0.46881,-0.19227,0.66,0.55,0.1322,0.12344,same,control_down
1,+,chr1:100038096-100083376,ENSG00000156875,MFSD14A,protein_coding,2,100083233,utr3,8790,100083359,utr3,17993,3456,7166,5334,10827,-0.06907,0.06603,0.39,0.4,0.85183,0.85175,same,control_up
1,+,chr1:205568884-205602917,ENSG00000174514,MFSD4A,protein_coding,2,205602560,utr3,1207,205602916,utr3,12887,676,6051,531,6836,0.32739,-0.26382,0.56,0.47,0.31577,0.31066,same,control_down
1,+,chr1:165630860-165661795,ENSG00000143198,MGST3,protein_coding,2,165651229,exon,260,165656132,utr3,2769,106,801,154,1968,0.61072,-0.31843,0.41,0.29,0.05337,0.04693,skipped,control_down
1,+,chr1:1615414-1630609,ENSG00000197530,MIB2,protein_coding,2,1617319,exon,1156,1630603,utr3,3930,495,2041,661,1889,-0.21969,0.17705,0.43,0.52,0.01499,0.01424,skipped,repressed
1,+,chr1:77779623-77879538,ENSG00000180488,MIGA1,protein_coding,2,77791496,intron,988,77879538,utr3,13687,482,5398,506,8289,0.48247,-0.34807,0.49,0.39,0.4442,0.4397,composite,control_down
1,+,chr1:45500052-45513381,ENSG00000132763,MMACHC,protein_coding,2,45510145,utr3,282,45511053,utr3,758,203,472,79,286,0.39361,-0.23229,0.72,0.62,0.12621,0.12005,same,control_down
1,+,chr1:167721191-167791918,ENSG00000197965,MPZL1,protein_coding,2,167790152,utr3,7676,167790820,utr3,53124,4383,28050,3293,25074,0.01188,-0.01096,0.57,0.53,0.57747,0.57685,same,control_down
1,+,chr1:54641753-54710265,ENSG00000184313,MROH7,protein_coding,2,54659972,intron,1553,54710258,utr3,509,655,238,898,271,-0.01002,0.0125,0.42,0.47,0.77995,0.78053,composite,control_up
1,+,chr1:150293719-150308978,ENSG00000266472,MRPS21,protein_coding,2,150308346,utr3,92485,150308978,utr3,8374,51350,3445,41135,4929,0.39164,-0.4418,0.56,0.41,0,0,same,enhanced
1,+,chr1:156591761-156594298,ENSG00000163382,NAXE,protein_coding,2,156594131,utr3,28455,156594296,utr3,18695,18396,11243,10059,7452,0.12484,-0.12845,0.65,0.6,0.11461,0.11469,same,control_down
1,-,chr1:16562318-16613561,ENSG00000219481,NBPF1,protein_coding,2,16606016,exon,2039,16605414,exon,3280,1216,2031,823,1249,-0.09554,0.08933,0.6,0.62,0.85396,0.85324,same,control_up
1,+,chr1:24556110-24609327,ENSG00000184454,NCMAP,protein_coding,2,24557039,intron,2380,24609324,utr3,10386,1066,3624,1314,6762,0.288,-0.25928,0.45,0.35,0.49768,0.49594,composite,control_down
1,-,chr1:53765459-53838859,ENSG00000058804,NDC1,protein_coding,2,53790813,intron,865,53767720,utr3,13729,559,8691,306,5038,-0.00938,0.00633,0.65,0.63,1,1,composite,control_up
1,+,chr1:212432886-212446378,ENSG00000117691,NENF,protein_coding,2,212446135,utr3,39456,212446369,utr3,6362,21010,3754,18446,2608,-0.10604,0.11537,0.53,0.59,0.41267,0.41339,same,control_up
1,-,chr1:156668762-156677396,ENSG00000132688,NES,protein_coding,2,156672422,exon,18053,156668765,utr3,14637,6567,4241,11486,10396,0.20835,-0.20995,0.36,0.29,0.10266,0.1027,same,control_down
1,+,chr1:40691647-40771602,ENSG00000066136,NFYC,protein_coding,2,40771116,utr3,4072,40771600,utr3,55229,2142,25790,1930,29439,0.18822,-0.14915,0.53,0.47,0.10071,0.09955,same,control_down
1,-,chr1:119911552-120069625,ENSG00000134250,NOTCH2,protein_coding,2,119912184,utr3,4455,119912055,utr3,53812,2081,24781,2374,29031,0.0721,-0.05744,0.47,0.46,0.4679,0.46729,same,control_down
1,+,chr1:153678636-153693991,ENSG00000169418,NPR1,protein_coding,2,153691289,intron,526,153693989,utr3,4576,78,856,448,3720,-0.28662,0.15978,0.15,0.19,0.61503,0.6134,composite,control_up
1,+,chr1:77847109-77848801,ENSG00000235613,NSRP1P1,processed_pseudogene,2,77847494,exon,529,77848344,exon,1103,268,480,261,623,0.23621,-0.17638,0.51,0.44,0.26508,0.25887,same,control_down
1,-,chr1:58415383-58546801,ENSG00000162600,OMA1,protein_coding,2,58480719,utr3,16370,58435362,intron,950,7104,478,9266,472,-0.10865,0.11378,0.43,0.5,0.46847,0.45962,skipped,control_up
1,-,chr1:241590101-241677375,ENSG00000054277,OPN3,protein_coding,2,241593612,utr3,31608,241593205,utr3,15868,17130,7008,14478,8860,0.25408,-0.26591,0.54,0.44,0.00012,0.00012,same,enhanced
1,-,chr1:36415826-36450450,ENSG00000116885,OSCP1,protein_coding,2,36428301,utr3,1315,36417906,utr3,10127,564,3494,751,6633,0.36449,-0.29579,0.43,0.35,0.14652,0.14353,skipped,control_down
1,+,chr1:19882512-19912944,ENSG00000169914,OTUD3,protein_coding,2,19908797,utr3,493,19912932,utr3,6954,275,3092,218,3862,0.38966,-0.22791,0.56,0.44,0.05052,0.04686,same,control_down
1,-,chr1:42746334-42767083,ENSG00000117385,P3H1,protein_coding,2,42765433,intron,2220,42746374,utr3,8583,1408,5678,812,2905,-0.04003,0.03435,0.63,0.66,0.29198,0.28985,composite,control_up
1,-,chr1:39560815-39576789,ENSG00000090621,PABPC4,protein_coding,2,39576693,utr5,41084,39560819,utr3,48437,24231,27334,16853,21103,0.06387,-0.06388,0.59,0.56,0.6724,0.6724,skipped,control_down
1,+,chr1:99645942-99694540,ENSG00000099260,PALMD,protein_coding,2,99694372,utr3,13595,99694532,utr3,1751,4039,471,9556,1280,0.04369,-0.06515,0.3,0.27,0.67552,0.67712,same,control_down
1,-,chr1:226360690-226408078,ENSG00000143799,PARP1,protein_coding,2,226361003,utr3,95064,226360691,utr3,7105,64985,3558,30079,3547,0.50337,-0.53723,0.68,0.5,0.00002,0.00002,same,enhanced
